sample_id,x,y,z,wind_x,wind_y,wind_z
0,2.594182,5.933026,0.025,0.597559,0.278481,-1.22977e-17
1,5.560267,1.808876,0.025,0.0662733,3.32724,-3.51958e-18
2,4.984533,5.705387,0.025,0.0811038,-0.0855066,5.59774e-17
3,7.408047,3.703672,0.025,0.396311,1.11999,7.901629999999999e-19
4,1.740985,0.8778761,0.025,1.05427,1.13545,9.39992e-18
5,6.801661,5.710368,0.025,-0.709668,-0.0572956,1.3641600000000001e-17
6,6.420249,1.889117,0.025,0.580724,-0.144376,3.2638500000000004e-17
7,0.7642429,1.366694,0.025,1.62976,0.524255,6.81905e-18
8,1.000078,0.05505249,0.025,-0.137917,1.53148,-1.62815e-18
9,1.367107,0.6491025,0.025,0.62467,1.58677,-5.6412000000000005e-18
10,5.578504,2.482076,0.025,0.217596,0.570283,3.35002e-17
11,1.215661,1.842343,0.025,1.02959,0.840014,1.9299e-18
12,9.632722,1.899138,0.025,-0.257443,0.931984,9.13256e-18
13,3.143605,2.484725,0.025,1.39173,0.00830634,7.91962e-17
14,6.686782,1.919471,0.025,0.651309,-1.22229,-8.06718e-18
15,9.88778,5.755692,0.025,0.151419,-0.182387,4.6081200000000004e-18
16,8.072417,5.081261,0.025,0.110921,0.959141,-9.33999e-18
17,3.246881,2.011385,0.025,1.8705,0.415334,-3.5164400000000004e-17
18,0.6871378,0.8409386,0.025,0.22553,-0.184454,-3.4273500000000005e-17
19,0.05188788,1.710677,0.025,0.0348998,-0.76038,-2.0645300000000002e-17
20,7.717405,1.754994,0.025,-0.0713813,-2.93562,1.09413e-18
21,0.8577074,3.572212,0.025,0.198437,0.013722,-4.1186700000000006e-17
22,7.88672,4.810024,0.025,0.117474,1.38748,1.0413900000000001e-17
23,8.466412,4.563205,0.025,-0.0409959,0.308666,1.7601e-17
24,9.035225,2.304929,0.025,-0.536806,0.151779,4.69962e-18
25,2.786396,1.68318,0.025,1.73605,0.36725,-8.951130000000001e-18
26,4.892965,2.352273,0.025,-0.0631387,0.0848637,6.37498e-17
27,9.674799,3.527619,0.025,-0.00326391,-0.0412875,-1.61029e-16
28,6.165067,3.650361,0.025,3.59802,-1.65254,8.62311e-19
29,3.909189,0.05425383,0.025,-0.686291,-0.00559784,-1.48159e-16
30,6.707628,2.928379,0.025,1.33065,-1.30899,2.21874e-18
31,1.747741,5.679611,0.025,-0.351667,0.241564,-5.5056600000000003e-17
32,7.995609,2.931654,0.025,-0.0148316,-0.0439847,3.73718e-16
33,7.637982,1.647146,0.025,-0.251749,-3.47311,2.8265e-19
34,0.3533855,4.655091,0.025,0.612696,-0.336348,-2.02576e-18
35,1.608795,1.162851,0.025,1.24601,1.10392,-1.80214e-18
36,9.49667,1.882936,0.025,-0.272201,0.708089,-1.1270800000000002e-17
37,0.8415209,3.49115,0.025,0.0135256,0.025,-9.23428e-18
38,2.447666,5.492743,0.025,1.11394,1.46022,4.817e-18
39,2.0599,2.073265,0.025,1.31175,0.467438,1.76482e-17
40,1.263713,0.9710259,0.025,0.758116,1.00911,4.0779e-18
41,5.964205,1.571914,0.025,0.00949298,1.80097,1.7089100000000003e-17
42,3.138185,2.351183,0.025,1.99168,0.168477,-4.3833400000000006e-17
43,9.902009,1.709405,0.025,-0.0810215,1.60026,1.66778e-18
