sample_id,x,y,z,wind_x,wind_y,wind_z
0,8.0503,5.3634,0.94587,0.35887,-0.048484,-0.01487
1,7.25,5.9602,0.94992,0.69371,0.0011568,0.045689
2,8.051,2.7498,1.044,-0.25461,0.0075142,0.00059603
3,1.9493,1.8485,0.94153,0.050443,0.053858,0.031458
4,5.0519,4.9562,0.94443,0.097508,0.084052,0.0017543
5,0.44083,5.6644,1.0495,-0.11113,-0.064617,0.030225
6,5.6519,4.2563,1.0464,-0.036646,0.11479,-0.011934
7,4.9557,4.5518,1.0476,-0.1123,0.045618,-0.013975
8,6.1501,5.4659,1.149,0.46318,0.026181,0.0056554
9,7.2499,3.5505,1.0439,-0.19363,0.016522,0.017446
10,9.5665,4.2503,1.1493,0.026417,-0.47353,-0.082775
11,5.6521,4.5555,0.94367,0.00019015,0.092117,-0.016857
12,3.3495,0.73808,0.94525,-0.038961,-0.034355,-0.096303
13,0.53858,2.7478,0.9476,1.0157,0.0026725,0.0041249
14,6.6501,5.2618,0.94505,0.29763,0.016054,-0.01298
15,6.2501,1.5466,0.942,0.030928,-0.060089,-0.013911
16,4.7504,0.7383,1.1486,0.40202,-0.29626,0.034516
17,4.1499,0.3319,0.94844,0.096509,-0.30144,0.058376
18,1.548,4.8559,1.0451,-0.087913,-0.08915,-0.02042
19,6.9494,2.8499,1.1469,-0.27597,-0.011735,0.0031913
20,3.3482,4.7565,1.0456,0.088062,0.12783,-0.063803
21,9.4584,0.43718,0.94858,0.20019,0.18361,-0.026239
22,0.63718,4.451,0.946,-0.028507,-0.13257,0.060756
23,8.1504,5.4655,1.0479,0.41442,-0.052374,-0.011228
24,8.2513,1.245,1.0447,0.15027,0.10179,-0.017171
25,5.4343,2.8495,1.0484,-0.09283,-0.031745,-0.0015175
26,0.94539,0.63759,1.1489,-0.13355,0.092205,-0.014164
27,7.25,0.53414,1.149,0.4583,0.0040172,-0.0027865
28,7.4502,1.5474,0.94161,0.064877,0.014139,0.00026663
29,3.1495,0.83866,1.1482,-0.068531,0.059254,-0.13589
30,9.1582,3.7511,1.0466,0.025484,-0.32504,-0.05622
31,5.8512,4.4553,1.1477,0.0067829,0.084923,-0.018614
32,1.447,1.4467,1.1472,-0.0090967,0.071947,0.017985
33,4.7543,4.4454,0.94741,-0.1346,-0.0053445,-0.0096628
34,6.9498,3.9513,1.1469,-0.070618,0.030356,0.01095
35,3.3482,1.2435,1.0456,0.088016,-0.12743,-0.063695
36,7.45,0.33147,1.1495,0.57137,0.0054661,0.019617
37,2.95,0.039797,1.05,-0.34261,0.011176,0.020129
38,2.4501,1.8479,1.0442,0.084999,0.023565,0.0044693
39,5.2502,5.567,1.0485,0.52156,0.11167,0.0318
40,6.5497,4.2525,1.147,0.0013021,0.049459,-0.006329
