sample_id,x,y,z,wind_x,wind_y,wind_z
0,7.1499,2.2493,1.044,-0.13001,-0.019427,0.018018
1,9.668,4.3502,1.049,0.014182,-0.49327,-0.072308
2,5.7397,2.9498,1.0468,-0.1527,-0.009291,-0.00029512
3,2.5518,2.8498,0.94173,0.99814,-0.018988,0.010099
4,9.8695,5.6576,1.0499,0.049855,-0.18514,0.028564
5,3.8441,4.5548,0.94575,0.29617,0.67388,0.033593
6,8.956,3.1504,1.0459,-0.087884,-0.041683,-0.038521
7,3.2494,0.83866,1.1482,-0.049563,0.034271,-0.12829
8,1.4474,4.8561,1.1476,-0.066363,-0.08123,-0.008398
9,4.9527,4.8547,1.1483,0.05817,0.077821,0.0044627
10,8.25,0.039796,1.15,0.59814,0.0048009,0.029728
11,1.2489,0.43358,0.94768,-0.22084,0.0761,-0.056219
12,1.45,5.9602,1.05,-0.26863,-0.0080331,-0.094797
13,2.5499,4.4531,0.94182,0.019365,-0.044199,-0.052456
14,8.9559,3.9509,0.9432,0.0058093,-0.26606,-0.037757
15,4.9514,0.9418,1.1483,0.23966,-0.15246,0.019686
16,3.2602,2.9498,1.0468,0.74761,-0.03203,0.043312
17,3.15,5.8701,0.94964,-0.33946,-0.016345,0.05469
18,3.3481,4.2559,0.94454,0.17704,0.28341,-0.0006226
19,7.6503,3.05,0.9413,-0.30091,0.0011831,-0.00030616
20,4.2494,5.1588,0.94503,0.3562,0.57238,0.0344
21,1.2496,0.23069,1.0495,-0.23528,0.043147,-0.073962
22,4.8502,5.4655,1.149,0.45128,0.23762,0.037644
23,3.1538,2.247,0.94404,0.38532,-0.23468,0.027349
24,5.3502,0.43322,0.94763,0.5278,-0.094329,0.026681
25,3.45,0.23049,1.1497,-0.26439,0.016789,0.040553
26,6.6488,2.7497,0.94148,-0.24157,-0.021575,0.0066577
27,8.2512,1.1444,0.94262,0.16629,0.09658,-0.019134
28,6.3502,4.9583,1.1477,0.16372,0.032242,-0.026787
29,7.3501,4.1516,1.044,-0.010457,-0.001028,0.011247
30,4.5505,4.75,1.1486,0.21517,0.27296,0.036682
31,3.3617,3.251,1.1487,0.67952,0.16625,0.056569
32,5.8438,2.4478,1.0462,-0.12121,-0.076815,-1.2371e-05
33,7.3501,4.6543,1.0444,0.11781,-0.0067713,-0.010195
34,9.565,5.2547,1.0489,0.11065,-0.29774,-0.044359
35,0.33648,2.2495,0.94866,0.024472,0.084962,0.086469
36,5.2316,2.6491,1.1497,-0.045872,-0.076535,-0.0031852
37,3.5654,3.2509,1.1492,0.50929,0.21324,0.079798
38,0.64097,3.5522,0.94652,0.30585,-0.0035395,0.070912
39,1.5492,5.4656,1.149,-0.20721,-0.071886,-0.073189
40,3.5455,4.4569,1.1484,0.20379,0.37876,0.012905
41,3.15,0.039798,1.05,-0.35595,0.007674,0.059033
42,0.84226,3.5514,1.0468,0.36043,-0.0059659,0.0722
43,4.9535,1.2465,1.1484,-0.025248,-0.048555,-0.0062314
44,2.8498,5.2619,0.94511,-0.1291,-0.083974,-0.13071
45,5.05,0.12991,0.94965,0.54724,-0.064916,0.092031
46,1.7486,4.4528,1.0443,-0.0010561,-0.06444,0.007236
47,5.5358,3.0502,1.149,-0.11612,0.009775,-0.0014996
48,7.5503,1.6479,0.94152,0.040868,0.021411,0.0053698
49,4.5503,4.9544,1.0466,0.32789,0.37961,0.038586
50,0.23202,0.5457,1.0497,-0.056256,0.10313,0.078214
51,2.1497,4.0515,1.0441,0.094598,-0.032732,0.036482
52,8.4521,2.1493,0.94172,-0.054203,0.11826,0.0030243
53,0.13016,4.0494,1.0498,0.0015724,-0.1446,0.091697
54,5.5534,4.357,1.1483,-0.033794,0.11561,-0.015614
55,4.85,0.12985,1.1499,0.4429,-0.085157,0.12623
56,5.6502,5.4653,0.94678,0.45801,0.056377,0.01142
57,9.4597,3.4531,1.1494,0.1798,-0.44764,-0.083993
58,8.2511,0.94078,1.1479,0.25389,0.092951,-0.027625
59,6.3483,2.3489,0.94185,-0.14074,-0.056826,0.005281
60,1.6482,3.9511,1.147,0.10493,-0.041549,0.066845
61,6.75,0.039793,1.15,0.69172,-0.002295,0.067397
62,8.2515,3.5504,1.0441,-0.14964,-0.05046,0.01168
63,6.2484,3.852,1.1472,-0.093109,0.070538,0.0013101
64,1.4496,5.6684,1.1495,-0.234,-0.05366,-0.085089
65,2.9494,1.1427,1.1476,-0.008058,0.036257,-0.1223
66,1.2458,3.8509,1.0448,0.10158,-0.055826,0.082218
67,2.15,5.8702,1.1499,-0.29822,-0.03336,-0.12399
68,6.75,0.12989,0.94964,0.68614,-0.008105,0.047395
69,5.9466,2.2473,1.0456,-0.099864,-0.086042,-0.00065829
70,0.53604,4.0504,1.0481,0.017405,-0.11083,0.082337
71,0.13036,3.9487,1.1499,0.0038274,-0.13433,0.0977
72,9.9602,4.1498,0.94993,-0.0015953,-0.5653,-0.033507
73,4.147,4.7521,1.0469,0.38424,0.68874,0.053847
74,8.1511,3.1501,0.94145,-0.26539,-0.0067193,-0.0054931
75,5.3358,3.5529,0.94831,-0.057541,0.10977,-0.0031157
76,2.2496,4.8568,1.1474,-0.063753,-0.056729,-0.085686
77,6.0463,2.3479,1.1476,-0.12259,-0.073867,0.0015505
78,8.2516,3.951,1.147,-0.035878,-0.085068,0.012878
79,3.7464,1.244,1.1482,0.23119,-0.44864,0.01311
80,6.1456,2.8497,1.0449,-0.20555,-0.019602,0.0019267
81,3.3486,1.1433,0.94337,0.068538,-0.11252,-0.078066
82,1.3473,0.94161,1.046,-0.12613,0.098725,-0.022316
83,4.3498,0.73869,1.0471,0.36201,-0.50225,0.038277
84,3.7493,0.73751,1.1485,0.086922,-0.23005,-0.040039
85,2.7499,4.3535,1.1471,0.075527,0.003922,-0.04029
86,7.0501,0.83893,1.1481,0.28232,-0.0033401,-0.02215
87,2.0497,0.63652,0.94588,-0.22042,0.1019,-0.10498
88,3.3611,3.3515,1.1487,0.63663,0.2274,0.056451
89,5.3564,4.2591,0.94654,-0.06225,0.14429,-0.010247
90,0.43611,3.8504,1.0487,0.029129,-0.093197,0.089885
91,3.1576,2.6487,1.0462,0.73885,-0.17,0.035709
92,9.5668,4.5507,1.1493,0.041663,-0.43836,-0.077462
93,9.1582,3.7511,1.0466,0.025484,-0.32504,-0.05622
94,6.0495,4.1536,1.1475,-0.033346,0.08428,-0.0083501
95,9.5656,1.9499,1.0486,0.016518,0.49833,-0.082926
96,9.658,3.5549,1.1498,0.10642,-0.67695,-0.092364
97,7.6504,4.3525,1.1469,0.049551,-0.026321,0.0061074
98,0.33355,2.0504,0.94853,0.0099296,0.11975,0.083248
99,5.8507,4.9576,0.94336,0.11029,0.048363,-0.019133
