sample_id,x,y,z,wind_x,wind_y,wind_z
0,2.3503,3.8513,1.1469,0.21916,0.0013875,0.055016
1,0.64043,5.3596,1.1492,-0.10348,-0.10065,0.018797
2,3.4512,3.9567,0.94609,0.2786,0.44781,0.026348
3,8.051,2.7498,1.044,-0.25461,0.0075142,0.00059603
4,0.13017,0.74918,0.94972,-0.030028,0.13519,0.085542
5,7.3501,1.043,0.94297,0.19564,0.0074453,-0.017416
6,3.3476,4.5559,1.0458,0.12097,0.18577,-0.03141
7,9.0568,5.0568,1.0467,0.17335,-0.2361,-0.054053
8,9.4565,5.6657,1.1497,0.22093,-0.13985,-0.022091
9,3.9439,1.4465,0.94606,0.33803,-0.76987,0.047083
10,1.5478,2.4495,1.1471,0.49999,-0.002921,0.065564
11,3.4619,2.5478,1.1489,0.518,-0.32146,0.066024
12,9.1535,0.4344,1.0488,0.29463,0.14242,-0.027031
13,1.145,4.2513,0.9427,0.0048515,-0.091592,0.052547
14,5.0501,0.33186,0.94843,0.53023,-0.13936,0.04862
15,0.039916,2.1529,1.05,0.0020488,0.12814,0.093436
16,9.0576,1.7489,0.94375,0.034626,0.30865,-0.053342
17,3.5452,4.3575,1.1485,0.21998,0.41607,0.022097
18,1.8492,3.4504,0.9415,0.756,0.012506,0.036736
19,3.45,0.039806,0.94993,-0.37541,-0.0045362,0.11101
20,2.4498,5.2624,1.0468,-0.1785,-0.10502,-0.13377
21,9.3627,1.8494,1.0475,0.029523,0.41831,-0.077777
22,9.8682,2.2534,1.0498,-0.073408,0.62207,-0.062838
23,9.9579,0.042249,1.05,0.023711,0.026222,0.06313
24,9.0535,5.4638,0.94716,0.28455,-0.155,-0.030847
25,0.33596,3.2534,1.1499,1.009,-0.0046927,0.0037727
26,6.5501,5.2627,1.1484,0.31885,0.015836,-0.015208
27,8.7521,5.3633,1.0475,0.30746,-0.13151,-0.031292
28,7.5501,5.5668,0.94755,0.49952,-0.0088981,0.0048903
29,6.85,0.33146,1.1495,0.58831,-0.0095983,0.025424
30,0.53586,4.0504,1.1491,0.021679,-0.10777,0.086341
31,6.3478,2.449,1.1471,-0.16193,-0.053215,0.0060758
32,7.6503,4.4526,0.94161,0.066366,-0.030644,0.002075
33,9.0572,2.9498,1.0464,-0.062319,0.020661,-0.051101
34,0.33334,2.0503,1.1496,0.014048,0.11486,0.094156
35,3.8686,2.4481,1.1499,0.13731,-0.57864,0.1136
36,9.9602,4.65,0.94993,0.0019347,-0.50368,-0.008625
37,6.1502,5.2619,0.9451,0.2831,0.027347,-0.0090191
38,0.34218,0.1305,1.15,-0.089852,0.027082,0.047186
39,3.1496,0.83966,0.94448,-0.052273,0.022072,-0.12418
40,6.2501,0.73811,0.94509,0.28578,-0.025049,-0.0099782
41,6.3502,4.9579,1.0454,0.15692,0.033172,-0.024187
42,0.33182,1.2492,1.1496,-0.026031,0.14914,0.085888
43,7.35,2.8499,1.1468,-0.29165,-0.0081306,0.00091087
44,2.6497,4.8562,0.94264,-0.055868,-0.070328,-0.12208
45,8.1512,2.95,1.1469,-0.28367,0.00097419,-0.021896
46,8.8546,3.6507,0.94285,-0.036845,-0.18986,-0.022891
47,1.3466,3.5506,1.1473,0.46862,-0.0016317,0.067282
48,2.7501,4.2532,1.1471,0.095531,0.011389,-0.023691
49,1.0431,4.1512,1.1478,0.035717,-0.081544,0.06615
50,8.4522,2.8499,1.0443,-0.22806,0.013437,-0.018613
51,8.7515,0.53533,0.94688,0.34118,0.11288,-0.023357
52,2.955,3.1504,0.94293,0.90054,0.052634,0.020066
53,9.3605,3.7514,1.149,0.051464,-0.42013,-0.077021
54,1.7498,0.33152,1.1495,-0.25676,0.05595,-0.10635
55,4.2454,1.9575,0.94991,-0.22016,0.0043491,-0.0016313
56,1.7488,3.2502,1.0442,1.0325,-0.00022748,0.0080732
57,6.4483,3.5509,1.0442,-0.16895,0.047951,0.0070897
58,4.25,5.9602,1.05,-0.022587,0.06404,0.17323
59,3.1496,5.2625,1.0469,-0.09278,-0.05291,-0.12598
60,1.5479,2.3494,1.0443,0.30892,0.017259,0.082616
61,7.3501,5.2618,0.94504,0.31387,-0.0066786,-0.01463
62,2.8496,1.3449,1.0447,0.016683,0.022582,-0.093359
63,9.8682,3.7466,1.0498,-0.073352,-0.62199,-0.062339
64,6.85,0.33157,1.049,0.58711,-0.011024,0.023321
65,4.9503,0.53445,1.149,0.46268,-0.20062,0.033981
66,7.7505,1.6476,1.1469,0.051674,0.036261,0.0064123
67,4.5508,1.5578,0.94753,-0.10231,0.01764,-0.0011741
68,5.9507,4.655,0.9426,0.047911,0.06645,-0.019364
69,5.2501,5.6685,1.1495,0.55104,0.097691,0.050101
70,7.85,5.8702,1.1499,0.62994,-0.0078243,0.03689
71,6.95,0.63648,0.94586,0.36825,-0.0077075,-0.00804
72,5.9491,1.9465,0.94312,-0.052638,-0.093516,-0.0054847
73,7.2498,2.7498,1.1468,-0.27122,-0.013632,0.0064962
74,1.4496,5.6681,0.94842,-0.25208,-0.063581,-0.075206
75,2.3497,4.9581,1.1477,-0.090663,-0.065818,-0.10728
76,4.3489,1.1474,1.1484,0.36981,-0.52608,0.053087
77,5.8428,3.3512,0.94421,-0.1472,0.052873,0.00037772
78,1.0433,4.0511,1.1478,0.050448,-0.076256,0.0725
79,4.449,4.1323,0.94962,-0.1483,-0.045474,-0.0067678
80,3.6666,2.6488,1.049,0.38446,-0.33209,0.079661
81,0.63764,0.94538,1.1489,-0.070982,0.12175,0.040423
82,5.8491,4.0544,1.0459,-0.053198,0.10184,-0.0068267
83,0.94361,3.451,0.94425,0.87101,0.0015324,0.016663
84,3.2483,1.5446,1.0457,0.11256,-0.14611,-0.030155
85,9.666,3.1519,1.0495,0.68521,-0.33155,-0.07875
86,1.3497,5.7694,1.1497,-0.2374,-0.039976,-0.08661
87,8.5502,0.23063,1.0495,0.50555,0.04225,0.0063
88,9.4649,4.8522,1.1491,0.084141,-0.36624,-0.071202
89,9.9601,4.0495,1.15,-0.0016627,-0.55845,-0.058572
90,1.6484,3.3503,1.0442,0.97229,-0.0098906,0.014309
91,7.55,0.33159,1.049,0.56459,0.006884,0.01686
92,5.1365,3.7562,1.1499,-0.023383,0.15027,-0.0058263
93,7.3501,4.9576,1.0453,0.20352,-0.0079625,-0.019773
94,1.7488,3.3503,1.0442,0.96342,-0.0063117,0.015456
95,5.2335,3.5526,1.0494,-0.04067,0.11364,-0.0038979
96,0.63747,1.9494,1.1489,0.028032,0.099918,0.083174
97,6.1476,3.7521,1.1474,-0.11043,0.073279,0.001526
98,6.95,1.3456,1.0444,0.10799,-0.01694,-0.015378
99,0.43418,1.8499,0.94768,0.00092591,0.13139,0.077279
100,2.4515,2.9499,1.147,1.0072,-0.0073107,0.0098951
101,9.8701,4.7501,1.0498,0.010366,-0.47067,-0.026675
102,6.75,5.5671,1.0485,0.52392,0.012982,0.011377
103,2.2506,3.1502,1.1469,1.0242,0.0051042,0.0090002
104,0.63701,4.2507,1.0475,0.00024719,-0.11883,0.072682
105,6.3476,2.5492,1.1471,-0.18242,-0.046341,0.0057382
106,3.1498,5.4659,1.149,-0.17121,-0.089073,-0.10254
107,8.8552,2.8497,1.1478,-0.13168,0.029479,-0.044661
108,1.4499,0.12992,0.94965,-0.26976,0.027424,-0.082281
109,9.2509,5.8699,1.0498,0.34283,-0.049272,-0.0086925
110,2.25,5.9602,0.94993,-0.31733,-0.011557,-0.066747
111,3.95,0.2307,0.94913,-0.10749,-0.16383,0.080032
112,5.1501,5.6685,1.1495,0.53573,0.11541,0.05345
113,6.4478,3.2504,1.147,-0.22651,0.026273,0.0040654
114,8.0504,5.3639,1.0473,0.36952,-0.050944,-0.016381
115,3.0499,5.6682,0.94839,-0.23968,-0.046476,-0.02021
116,0.43363,1.5495,0.94765,-0.022908,0.14775,0.07146
117,0.64218,5.4616,0.94784,-0.13843,-0.092219,0.0080869
118,7.1501,4.5536,1.0443,0.088134,0.00698,-0.0087424
