sample_id,x,y,z,wind_x,wind_y,wind_z
0,3.2561,3.6531,1.0466,0.4596,0.28589,0.039176
1,3.8405,4.3577,1.0481,0.3053,0.73792,0.054092
2,0.23207,5.4543,0.94944,-0.062289,-0.10459,0.069809
3,3.0499,5.6686,1.1495,-0.24977,-0.088681,-0.057908
4,2.3504,2.2491,0.94152,0.27431,-0.0018181,0.064227
5,4.5501,5.1594,1.1485,0.39137,0.41088,0.041602
6,9.5609,3.3538,1.049,0.33294,-0.50891,-0.084724
7,6.35,5.8701,0.94964,0.68699,0.012252,0.053863
8,3.9602,3.15,1.05,0.092082,0.1546,0.1014
9,9.4651,4.3506,1.149,0.039707,-0.4337,-0.081596
10,0.44072,2.4463,1.0489,0.25282,0.0053148,0.077002
11,4.8587,1.7537,1.0493,-0.13438,-0.020887,-0.01206
12,9.261,4.9543,1.1486,0.13268,-0.29987,-0.065434
13,5.8471,3.8537,1.046,-0.080567,0.098077,-0.0032532
14,6.1501,0.53407,1.149,0.4632,-0.026227,0.0057535
15,2.7499,5.5672,1.0485,-0.2336,-0.10112,-0.096472
16,5.4515,1.0425,0.94387,0.073577,-0.055981,-0.013515
17,2.5498,1.3457,0.94207,-0.020318,0.058965,-0.086877
18,9.8695,0.44582,1.15,0.044664,0.2256,0.016794
19,2.2505,3.0501,0.94148,1.0234,0.0054309,0.0077856
20,3.4469,4.5561,1.0461,0.15144,0.26497,-0.016658
21,2.3497,4.7554,1.0447,-0.047043,-0.063222,-0.086113
22,3.4468,4.2573,1.1484,0.21185,0.3553,0.018584
23,3.9478,4.9569,1.1482,0.27928,0.53862,0.02589
24,1.0457,5.2611,1.1486,-0.12686,-0.095755,-0.013073
25,0.33917,3.6524,1.0493,0.05678,-0.062501,0.091486
26,5.3324,2.9499,1.1495,-0.074325,-0.011808,-0.002365
27,2.3505,3.7511,1.1469,0.30989,0.013583,0.062254
28,6.8495,3.6507,0.94138,-0.15894,0.032121,0.012504
29,2.6497,1.0417,1.1477,-0.070841,0.068621,-0.13023
30,3.9493,0.73783,1.1486,0.18166,-0.38692,0.0012981
31,9.5593,2.4463,1.1496,0.13199,0.56448,-0.091954
32,3.5637,2.5479,1.0484,0.44491,-0.37498,0.067528
33,9.0558,5.158,0.94531,0.18978,-0.21792,-0.048197
34,8.7541,1.8488,0.94233,0.018631,0.21234,-0.023598
35,3.6656,3.4519,0.94833,0.35969,0.42213,0.069212
36,9.5525,0.039877,0.94996,0.23388,0.019429,-0.0050321
37,0.94655,0.53616,0.94717,-0.17626,0.089229,-0.024393
38,1.246,3.0501,1.045,1.0271,0.0015301,0.0071623
39,3.8693,2.549,0.94963,0.14265,-0.48681,0.090594
40,2.5508,2.1485,1.0442,0.23058,-0.015826,0.046534
41,0.3325,5.1524,1.1496,-0.049696,-0.13026,0.076804
42,2.35,0.12989,0.94965,-0.31143,0.037803,-0.06194
43,4.95,5.9602,1.05,0.4967,0.030665,0.13373
44,0.5351,1.6494,1.048,-0.010762,0.13207,0.074155
45,4.2484,4.8527,0.94491,0.38356,0.62716,0.04496
46,2.2497,4.3524,0.94163,0.022778,-0.053777,-0.016463
47,6.2488,3.9522,1.0445,-0.071941,0.071239,-0.00085813
48,2.5498,1.0427,0.94305,-0.09087,0.085113,-0.12748
49,7.5503,1.8484,1.044,-0.0075207,0.016561,0.013494
50,1.3466,2.8498,1.1474,1.0303,0.0098455,0.0095052
51,8.0508,1.2453,0.94222,0.1423,0.071922,-0.011751
52,9.3622,0.9455,1.0478,0.1228,0.30552,-0.061525
53,8.6534,2.9499,1.0447,-0.20092,0.0066104,-0.033638
54,8.4505,0.43334,0.9476,0.43074,0.065343,-0.0085727
55,3.0492,1.3445,1.045,0.042334,-0.018973,-0.084113
56,0.041618,2.3541,1.05,0.013375,0.089858,0.094957
57,4.4492,1.455,0.94675,0.12417,-0.21669,0.026312
